1:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.17698669433594, 0.0, 0.0, 0.0, 6.857442855834961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62.5735969543457, 49.7554931640625, 0.0, 18.177764892578125, 6.845847129821777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 47.993072509765625, 0.0, 41.486488342285156]
2:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.153980255126953, 0.0, 0.0, 0.0, 0.6916460394859314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36.02531433105469, 23.898847579956055, 0.0, 3.732797384262085, 3.9073214530944824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.706897735595703, 0.0, 23.54117202758789]
3:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 28.115856170654297, 0.0, 0.0, 0.0, 0.3456435203552246, 2.412656307220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.328582763671875, 32.34568786621094, 0.0, 2.2245216369628906, 3.934913396835327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 38.10328674316406, 0.0, 15.351062774658203]
4:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 38.24082946777344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2150514125823975, 0.0, 0.0, 0.0, 0.0, 24.264892578125, 38.525333404541016, 0.0, 23.456087112426758, 15.442879676818848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 59.416053771972656, 0.0, 30.840757369995117]
5:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.234800338745117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.021538734436035, 0.0, 0.0, 0.0, 0.0, 21.307723999023438, 30.948421478271484, 0.0, 7.987819671630859, 10.464527130126953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 48.09663391113281, 0.0, 22.31144142150879]
6:[0.0, 0.0, 0.0, 0.0, 0.0, 1.0345995426177979, 30.0790958404541, 0.0, 0.0, 0.0, 8.388904571533203, 0.0, 0.0, 14.363330841064453, 0.0, 0.0, 0.0, 0.0, 56.98605728149414, 29.573589324951172, 0.0, 37.69675064086914, 2.7979772090911865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.72865676879883, 0.0, 31.768030166625977]
7:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.722515106201172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.73129653930664, 31.109176635742188, 0.0, 9.927176475524902, 6.212446689605713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 34.2087287902832, 0.0, 18.23046112060547]
8:[0.0, 0.0, 0.0, 0.0, 0.0, 1.4585227966308594, 14.895387649536133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3105971813201904, 0.0, 0.0, 0.0, 0.0, 21.1774845123291, 9.988690376281738, 0.0, 20.250640869140625, 1.2175800800323486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.844432830810547, 0.0, 12.533190727233887]
9:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.286550521850586, 0.0, 0.0, 0.0, 4.696506023406982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.784696578979492, 24.089813232421875, 0.0, 15.974817276000977, 5.214694023132324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.629674911499023, 0.0, 13.996689796447754]
10:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.97304916381836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5031611919403076, 0.0, 0.0, 0.0, 0.0, 28.377466201782227, 24.680923461914062, 0.0, 11.935091972351074, 7.859054088592529, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39.825889587402344, 0.0, 19.031898498535156]
11:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.055559158325195, 0.0, 0.0, 0.0, 4.905520915985107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.43608283996582, 22.737274169921875, 0.0, 19.7388916015625, 8.069050788879395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33.87820053100586, 0.0, 11.846095085144043]
12:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.91792869567871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.358625888824463, 0.0, 0.0, 0.0, 0.0, 35.334747314453125, 23.13065528869629, 0.0, 25.676162719726562, 8.29787540435791, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 47.3416633605957, 0.0, 22.88658332824707]
13:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.467376708984375, 0.0, 0.0, 0.0, 0.9717680811882019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 38.76980972290039, 34.18115234375, 0.0, 7.682915687561035, 3.997493028640747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.68037796020508, 0.0, 20.096872329711914]
14:[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.818666458129883, 0.0, 0.0, 0.0, 0.0, 0.8970743417739868, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.240835189819336, 28.28699493408203, 0.0, 13.543636322021484, 9.821702003479004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.21113586425781, 0.0, 14.650086402893066]
